workerid,proliferate.condition,gender,gendered_morph,id,neutral_morh,orthog,response,scale,slide_number_in_experiment,catch_trials,subject_information.age,subject_information.asses,subject_information.comments,subject_information.education,subject_information.enjoyment,subject_information.fairprice,subject_information.gender,subject_information.language,system.Browser,system.OS,system.screenH,system.screenW,time_in_minutes,error
95,Comprehensive,neutral,man_woman,Craftsperson,person_compound,craftsperson,4,MF,17,[],31,Yes,,2,1,1,Other,English,Firefox,Linux,1080,1920,3.006866666666667,
95,Comprehensive,female,man_woman,Chair,clipping,chairwoman,7,MF,18,[],31,Yes,,2,1,1,Other,English,Firefox,Linux,1080,1920,3.006866666666667,
95,Comprehensive,male,man_woman,Door_attendant,neutral_compound,doorman,1,MF,19,[],31,Yes,,2,1,1,Other,English,Firefox,Linux,1080,1920,3.006866666666667,
95,Comprehensive,male,man_woman,Foreperson,person_compound,foreman,1,MF,20,[],31,Yes,,2,1,1,Other,English,Firefox,Linux,1080,1920,3.006866666666667,
95,Comprehensive,female,man_woman,Horseperson,person_compound,horsewoman,7,MF,21,[],31,Yes,,2,1,1,Other,English,Firefox,Linux,1080,1920,3.006866666666667,
95,Comprehensive,neutral,suffix,Hero,male_adoption,hero,4,MF,22,[],31,Yes,,2,1,1,Other,English,Firefox,Linux,1080,1920,3.006866666666667,
95,Comprehensive,female,man_woman,Stunt_double,neutral_compound,stuntwoman,7,MF,23,[],31,Yes,,2,1,1,Other,English,Firefox,Linux,1080,1920,3.006866666666667,
95,Comprehensive,female,man_woman,Camera,neutral_compound,camerawoman,7,MF,24,[],31,Yes,,2,1,1,Other,English,Firefox,Linux,1080,1920,3.006866666666667,
95,Comprehensive,male,suffix,Actor,male_adoption,actor,4,MF,25,[],31,Yes,,2,1,1,Other,English,Firefox,Linux,1080,1920,3.006866666666667,
95,Comprehensive,male,man_woman,God,male_adoption,god,4,MF,26,[],31,Yes,,2,1,1,Other,English,Firefox,Linux,1080,1920,3.006866666666667,
95,Comprehensive,male,man_woman,Garbage_Collector,neutral_compound,garbageman,1,MF,27,[],31,Yes,,2,1,1,Other,English,Firefox,Linux,1080,1920,3.006866666666667,
95,Comprehensive,female,suffix,Villain,male_adoption,villainess,7,MF,28,[],31,Yes,,2,1,1,Other,English,Firefox,Linux,1080,1920,3.006866666666667,
95,Comprehensive,female,man_woman,Anchor,clipping,anchorwoman,7,MF,29,[],31,Yes,,2,1,1,Other,English,Firefox,Linux,1080,1920,3.006866666666667,
95,Comprehensive,female,suffix,Host,male_adoption,hostess,7,MF,30,[],31,Yes,,2,1,1,Other,English,Firefox,Linux,1080,1920,3.006866666666667,
95,Comprehensive,male,man_woman,Salesperson,person_compound,salesman,1,MF,31,[],31,Yes,,2,1,1,Other,English,Firefox,Linux,1080,1920,3.006866666666667,
95,Comprehensive,female,man_woman,Assemblyperson,person_compound,assemblywoman,7,MF,32,[],31,Yes,,2,1,1,Other,English,Firefox,Linux,1080,1920,3.006866666666667,
95,Comprehensive,male,man_woman,Firefighter,neutral_compound,fireman,1,MF,33,[],31,Yes,,2,1,1,Other,English,Firefox,Linux,1080,1920,3.006866666666667,
95,Comprehensive,neutral,man_woman,Congressperson,person_compound,congressperson,4,MF,34,[],31,Yes,,2,1,1,Other,English,Firefox,Linux,1080,1920,3.006866666666667,
95,Comprehensive,female,man_woman,Businessperson,person_compound,businesswoman,7,MF,35,[],31,Yes,,2,1,1,Other,English,Firefox,Linux,1080,1920,3.006866666666667,
95,Comprehensive,female,suffix,Sorcerer,male_adoption,sroceress,7,MF,36,[],31,Yes,,2,1,1,Other,English,Firefox,Linux,1080,1920,3.006866666666667,
95,Comprehensive,neutral,man_woman,Mail_Carrier,neutral_compound,mail carrier,4,MF,37,[],31,Yes,,2,1,1,Other,English,Firefox,Linux,1080,1920,3.006866666666667,
95,Comprehensive,female,gender_compound,Proprieter,suppletion,landlady,7,MF,38,[],31,Yes,,2,1,1,Other,English,Firefox,Linux,1080,1920,3.006866666666667,
95,Comprehensive,male,suffix,Usher,male_adoption,usher,4,MF,39,[],31,Yes,,2,1,1,Other,English,Firefox,Linux,1080,1920,3.006866666666667,
95,Comprehensive,female,gender_compound,Bartender,neutral_compound,barmaid,7,MF,40,[],31,Yes,,2,1,1,Other,English,Firefox,Linux,1080,1920,3.006866666666667,
95,Comprehensive,male,suffix,Heir,male_adoption,heir,4,MF,41,[],31,Yes,,2,1,1,Other,English,Firefox,Linux,1080,1920,3.006866666666667,
95,Comprehensive,neutral,man_woman,Maintenance_Person,person_compound,maintenance person,3,MF,42,[],31,Yes,,2,1,1,Other,English,Firefox,Linux,1080,1920,3.006866666666667,
49,Comprehensive,,,example1,,,6,,2,[],40,Yes,,3,1,1,Male,English,Chrome,Windows,864,1536,17.249216666666666,
49,Comprehensive,female,man_woman,Craftsperson,person_compound,craftswoman,1,FM,4,[],40,Yes,,3,1,1,Male,English,Chrome,Windows,864,1536,17.249216666666666,
49,Comprehensive,female,boy_girl,Paper_carrier,neutral_compound,papergirl,1,FM,5,[],40,Yes,,3,1,1,Male,English,Chrome,Windows,864,1536,17.249216666666666,
49,Comprehensive,female,gender_compound,Bartender,neutral_compound,barmaid,1,FM,6,[],40,Yes,,3,1,1,Male,English,Chrome,Windows,864,1536,17.249216666666666,
49,Comprehensive,male,man_woman,Salesperson,person_compound,salesman,6,FM,7,[],40,Yes,,3,1,1,Male,English,Chrome,Windows,864,1536,17.249216666666666,
49,Comprehensive,female,man_woman,Maintenance_Person,person_compound,handywoman,1,FM,8,[],40,Yes,,3,1,1,Male,English,Chrome,Windows,864,1536,17.249216666666666,
49,Comprehensive,female,man_woman,Crewmember,neutral_compound,crewwoman,1,FM,9,[],40,Yes,,3,1,1,Male,English,Chrome,Windows,864,1536,17.249216666666666,
49,Comprehensive,neutral,man_woman,Door_attendant,neutral_compound,door attendant,6,FM,10,[],40,Yes,,3,1,1,Male,English,Chrome,Windows,864,1536,17.249216666666666,
49,Comprehensive,male,suffix,Emperor,male_adoption,emperor,7,FM,11,[],40,Yes,,3,1,1,Male,English,Chrome,Windows,864,1536,17.249216666666666,
49,Comprehensive,neutral,suffix,Actor,male_adoption,actor,5,FM,12,[],40,Yes,,3,1,1,Male,English,Chrome,Windows,864,1536,17.249216666666666,
49,Comprehensive,male,man_woman,Foreperson,person_compound,foreman,6,FM,13,[],40,Yes,,3,1,1,Male,English,Chrome,Windows,864,1536,17.249216666666666,
49,Comprehensive,neutral,man_woman,Camera,neutral_compound,camera operator,6,FM,14,[],40,Yes,,3,1,1,Male,English,Chrome,Windows,864,1536,17.249216666666666,
49,Comprehensive,neutral,suffix,Hunter,male_adoption,hunter,5,FM,15,[],40,Yes,,3,1,1,Male,English,Chrome,Windows,864,1536,17.249216666666666,
49,Comprehensive,male,suffix,Hero,male_adoption,hero,4,FM,16,[],40,Yes,,3,1,1,Male,English,Chrome,Windows,864,1536,17.249216666666666,
49,Comprehensive,neutral,suffix,Usher,male_adoption,usher,5,FM,17,[],40,Yes,,3,1,1,Male,English,Chrome,Windows,864,1536,17.249216666666666,
49,Comprehensive,neutral,man_woman,Firefighter,neutral_compound,firefighter,6,FM,18,[],40,Yes,,3,1,1,Male,English,Chrome,Windows,864,1536,17.249216666666666,
49,Comprehensive,male,man_woman,Police_officer,neutral_compound,policeman,5,FM,19,[],40,Yes,,3,1,1,Male,English,Chrome,Windows,864,1536,17.249216666666666,
49,Comprehensive,neutral,man_woman,Congressperson,person_compound,congressperson,5,FM,20,[],40,Yes,,3,1,1,Male,English,Chrome,Windows,864,1536,17.249216666666666,
49,Comprehensive,neutral,suffix,Flight_attendant,suppletion,flight attendant,2,FM,21,[],40,Yes,,3,1,1,Male,English,Chrome,Windows,864,1536,17.249216666666666,
49,Comprehensive,neutral,suffix,Sorcerer,male_adoption,sorcerer,6,FM,22,[],40,Yes,,3,1,1,Male,English,Chrome,Windows,864,1536,17.249216666666666,
49,Comprehensive,female,suffix,Villain,male_adoption,villainess,1,FM,23,[],40,Yes,,3,1,1,Male,English,Chrome,Windows,864,1536,17.249216666666666,
49,Comprehensive,male,man_woman,Anchor,clipping,anchorman,7,FM,24,[],40,Yes,,3,1,1,Male,English,Chrome,Windows,864,1536,17.249216666666666,
49,Comprehensive,female,man_woman,Assemblyperson,person_compound,assemblywoman,1,FM,25,[],40,Yes,,3,1,1,Male,English,Chrome,Windows,864,1536,17.249216666666666,
49,Comprehensive,female,gender_compound,Proprieter,suppletion,landlady,1,FM,26,[],40,Yes,,3,1,1,Male,English,Chrome,Windows,864,1536,17.249216666666666,
49,Comprehensive,male,man_woman,Garbage_Collector,neutral_compound,garbageman,6,FM,27,[],40,Yes,,3,1,1,Male,English,Chrome,Windows,864,1536,17.249216666666666,
49,Comprehensive,female,man_woman,God,male_adoption,goddess,1,FM,28,[],40,Yes,,3,1,1,Male,English,Chrome,Windows,864,1536,17.249216666666666,
49,Comprehensive,female,man_woman,Stunt_double,neutral_compound,stuntwoman,1,FM,29,[],40,Yes,,3,1,1,Male,English,Chrome,Windows,864,1536,17.249216666666666,
49,Comprehensive,neutral,man_woman,Horseperson,person_compound,horseperson,4,FM,30,[],40,Yes,,3,1,1,Male,English,Chrome,Windows,864,1536,17.249216666666666,
49,Comprehensive,neutral,man_woman,Fisher,clipping,fisher,5,FM,31,[],40,Yes,,3,1,1,Male,English,Chrome,Windows,864,1536,17.249216666666666,
49,Comprehensive,male,suffix,Host,male_adoption,host,5,FM,32,[],40,Yes,,3,1,1,Male,English,Chrome,Windows,864,1536,17.249216666666666,
49,Comprehensive,male,man_woman,Chair,clipping,chairman,6,FM,33,[],40,Yes,,3,1,1,Male,English,Chrome,Windows,864,1536,17.249216666666666,
49,Comprehensive,male,man_woman,Layperson,person_compound,layman,5,FM,34,[],40,Yes,,3,1,1,Male,English,Chrome,Windows,864,1536,17.249216666666666,
49,Comprehensive,neutral,boy_girl,Newsboy,male_adoption,newsboy,7,FM,35,[],40,Yes,,3,1,1,Male,English,Chrome,Windows,864,1536,17.249216666666666,
49,Comprehensive,male,man_woman,Mail_Carrier,neutral_compound,mailman,6,FM,36,[],40,Yes,,3,1,1,Male,English,Chrome,Windows,864,1536,17.249216666666666,
49,Comprehensive,female,man_woman,Gentleperson,person_compound,gentlewoman,1,FM,37,[],40,Yes,,3,1,1,Male,English,Chrome,Windows,864,1536,17.249216666666666,
49,Comprehensive,male,man_woman,Meteorologist,suppletion,weatherman,6,FM,38,[],40,Yes,,3,1,1,Male,English,Chrome,Windows,864,1536,17.249216666666666,
49,Comprehensive,male,man_woman,Businessperson,person_compound,businessman,6,FM,39,[],40,Yes,,3,1,1,Male,English,Chrome,Windows,864,1536,17.249216666666666,
49,Comprehensive,female,gender_compound,Headteacher,neutral_compound,headmistress,1,FM,40,[],40,Yes,,3,1,1,Male,English,Chrome,Windows,864,1536,17.249216666666666,
49,Comprehensive,female,suffix,Heir,male_adoption,heiress,1,FM,41,[],40,Yes,,3,1,1,Male,English,Chrome,Windows,864,1536,17.249216666666666,
49,Comprehensive,neutral,suffix,Restaurant_server,suppletion,restaurant server,3,FM,42,[],40,Yes,,3,1,1,Male,English,Chrome,Windows,864,1536,17.249216666666666,
106,Comprehensive,,,example1,,,5,,2,[],22,Yes,,2,1,1,Other,English,Chrome,Windows,864,1536,2.964066666666666,
106,Comprehensive,neutral,boy_girl,Newsboy,male_adoption,newsboy,2,MF,4,[],22,Yes,,2,1,1,Other,English,Chrome,Windows,864,1536,2.964066666666666,
106,Comprehensive,neutral,man_woman,Gentleperson,person_compound,gentleperson,1,MF,5,[],22,Yes,,2,1,1,Other,English,Chrome,Windows,864,1536,2.964066666666666,
106,Comprehensive,neutral,man_woman,Crewmember,neutral_compound,crewmember,4,MF,6,[],22,Yes,,2,1,1,Other,English,Chrome,Windows,864,1536,2.964066666666666,
106,Comprehensive,female,man_woman,Stunt_double,neutral_compound,stuntwoman,7,MF,7,[],22,Yes,,2,1,1,Other,English,Chrome,Windows,864,1536,2.964066666666666,
106,Comprehensive,male,suffix,Heir,male_adoption,heir,3,MF,8,[],22,Yes,,2,1,1,Other,English,Chrome,Windows,864,1536,2.964066666666666,
106,Comprehensive,male,suffix,Villain,male_adoption,villain,4,MF,9,[],22,Yes,,2,1,1,Other,English,Chrome,Windows,864,1536,2.964066666666666,
106,Comprehensive,female,man_woman,Assemblyperson,person_compound,assemblywoman,7,MF,10,[],22,Yes,,2,1,1,Other,English,Chrome,Windows,864,1536,2.964066666666666,
106,Comprehensive,neutral,man_woman,Layperson,person_compound,layperson,4,MF,11,[],22,Yes,,2,1,1,Other,English,Chrome,Windows,864,1536,2.964066666666666,
106,Comprehensive,male,boy_girl,Paper_carrier,neutral_compound,paperboy,2,MF,12,[],22,Yes,,2,1,1,Other,English,Chrome,Windows,864,1536,2.964066666666666,
106,Comprehensive,neutral,suffix,Hero,male_adoption,hero,4,MF,13,[],22,Yes,,2,1,1,Other,English,Chrome,Windows,864,1536,2.964066666666666,
106,Comprehensive,female,suffix,Restaurant_server,suppletion,waitress,7,MF,14,[],22,Yes,,2,1,1,Other,English,Chrome,Windows,864,1536,2.964066666666666,
106,Comprehensive,neutral,man_woman,Businessperson,person_compound,businessperson,4,MF,15,[],22,Yes,,2,1,1,Other,English,Chrome,Windows,864,1536,2.964066666666666,
106,Comprehensive,male,suffix,Usher,male_adoption,usher,4,MF,16,[],22,Yes,,2,1,1,Other,English,Chrome,Windows,864,1536,2.964066666666666,
106,Comprehensive,male,man_woman,Craftsperson,person_compound,craftsman,3,MF,17,[],22,Yes,,2,1,1,Other,English,Chrome,Windows,864,1536,2.964066666666666,
106,Comprehensive,female,suffix,Emperor,male_adoption,empress,7,MF,18,[],22,Yes,,2,1,1,Other,English,Chrome,Windows,864,1536,2.964066666666666,
106,Comprehensive,female,man_woman,Firefighter,neutral_compound,firewoman,7,MF,19,[],22,Yes,,2,1,1,Other,English,Chrome,Windows,864,1536,2.964066666666666,
106,Comprehensive,neutral,suffix,Flight_attendant,suppletion,flight attendant,5,MF,20,[],22,Yes,,2,1,1,Other,English,Chrome,Windows,864,1536,2.964066666666666,
106,Comprehensive,female,man_woman,Door_attendant,neutral_compound,doorwoman,7,MF,21,[],22,Yes,,2,1,1,Other,English,Chrome,Windows,864,1536,2.964066666666666,
106,Comprehensive,neutral,suffix,Sorcerer,male_adoption,sorcerer,1,MF,22,[],22,Yes,,2,1,1,Other,English,Chrome,Windows,864,1536,2.964066666666666,
106,Comprehensive,neutral,man_woman,Maintenance_Person,person_compound,maintenance person,4,MF,23,[],22,Yes,,2,1,1,Other,English,Chrome,Windows,864,1536,2.964066666666666,
106,Comprehensive,female,man_woman,Congressperson,person_compound,congresswoman,7,MF,24,[],22,Yes,,2,1,1,Other,English,Chrome,Windows,864,1536,2.964066666666666,
106,Comprehensive,neutral,suffix,Hunter,male_adoption,hunter,4,MF,25,[],22,Yes,,2,1,1,Other,English,Chrome,Windows,864,1536,2.964066666666666,
106,Comprehensive,female,man_woman,Police_officer,neutral_compound,policewoman,7,MF,26,[],22,Yes,,2,1,1,Other,English,Chrome,Windows,864,1536,2.964066666666666,
106,Comprehensive,male,man_woman,Foreperson,person_compound,foreman,3,MF,27,[],22,Yes,,2,1,1,Other,English,Chrome,Windows,864,1536,2.964066666666666,
106,Comprehensive,female,man_woman,Salesperson,person_compound,saleswoman,7,MF,28,[],22,Yes,,2,1,1,Other,English,Chrome,Windows,864,1536,2.964066666666666,
106,Comprehensive,male,man_woman,Anchor,clipping,anchorman,2,MF,29,[],22,Yes,,2,1,1,Other,English,Chrome,Windows,864,1536,2.964066666666666,
106,Comprehensive,neutral,man_woman,Camera,neutral_compound,camera operator,4,MF,30,[],22,Yes,,2,1,1,Other,English,Chrome,Windows,864,1536,2.964066666666666,
106,Comprehensive,female,man_woman,God,male_adoption,goddess,7,MF,31,[],22,Yes,,2,1,1,Other,English,Chrome,Windows,864,1536,2.964066666666666,
106,Comprehensive,male,man_woman,Garbage_Collector,neutral_compound,garbageman,2,MF,32,[],22,Yes,,2,1,1,Other,English,Chrome,Windows,864,1536,2.964066666666666,
106,Comprehensive,male,gender_compound,Proprieter,suppletion,landlord,3,MF,33,[],22,Yes,,2,1,1,Other,English,Chrome,Windows,864,1536,2.964066666666666,
106,Comprehensive,neutral,suffix,Host,male_adoption,host,4,MF,34,[],22,Yes,,2,1,1,Other,English,Chrome,Windows,864,1536,2.964066666666666,
106,Comprehensive,male,man_woman,Chair,clipping,chairman,3,MF,35,[],22,Yes,,2,1,1,Other,English,Chrome,Windows,864,1536,2.964066666666666,
106,Comprehensive,female,man_woman,Fisher,clipping,fisherwoman,7,MF,36,[],22,Yes,,2,1,1,Other,English,Chrome,Windows,864,1536,2.964066666666666,
106,Comprehensive,female,suffix,Actor,male_adoption,actress,7,MF,37,[],22,Yes,,2,1,1,Other,English,Chrome,Windows,864,1536,2.964066666666666,
106,Comprehensive,female,man_woman,Meteorologist,suppletion,weatherwoman,7,MF,38,[],22,Yes,,2,1,1,Other,English,Chrome,Windows,864,1536,2.964066666666666,
106,Comprehensive,male,gender_compound,Bartender,neutral_compound,barman,2,MF,39,[],22,Yes,,2,1,1,Other,English,Chrome,Windows,864,1536,2.964066666666666,
106,Comprehensive,neutral,man_woman,Horseperson,person_compound,horseperson,4,MF,40,[],22,Yes,,2,1,1,Other,English,Chrome,Windows,864,1536,2.964066666666666,
106,Comprehensive,male,man_woman,Mail_Carrier,neutral_compound,mailman,3,MF,41,[],22,Yes,,2,1,1,Other,English,Chrome,Windows,864,1536,2.964066666666666,
106,Comprehensive,male,gender_compound,Headteacher,neutral_compound,headmaster,4,MF,42,[],22,Yes,,2,1,1,Other,English,Chrome,Windows,864,1536,2.964066666666666,
38,Comprehensive,,,example1,,,5,,2,[],29,Yes,,0,1,1,Male,English,Chrome,Windows,1200,1920,4.8472333333333335,
38,Comprehensive,female,suffix,Heir,male_adoption,heiress,1,FM,4,[],29,Yes,,0,1,1,Male,English,Chrome,Windows,1200,1920,4.8472333333333335,
38,Comprehensive,male,suffix,Host,male_adoption,host,5,FM,5,[],29,Yes,,0,1,1,Male,English,Chrome,Windows,1200,1920,4.8472333333333335,
38,Comprehensive,neutral,man_woman,Fisher,clipping,fisher,4,FM,6,[],29,Yes,,0,1,1,Male,English,Chrome,Windows,1200,1920,4.8472333333333335,
38,Comprehensive,male,suffix,Actor,male_adoption,actor,5,FM,7,[],29,Yes,,0,1,1,Male,English,Chrome,Windows,1200,1920,4.8472333333333335,
38,Comprehensive,neutral,man_woman,Police_officer,neutral_compound,police officer,5,FM,8,[],29,Yes,,0,1,1,Male,English,Chrome,Windows,1200,1920,4.8472333333333335,
38,Comprehensive,female,man_woman,Layperson,person_compound,laywoman,1,FM,9,[],29,Yes,,0,1,1,Male,English,Chrome,Windows,1200,1920,4.8472333333333335,
38,Comprehensive,neutral,man_woman,Salesperson,person_compound,salesperson,4,FM,10,[],29,Yes,,0,1,1,Male,English,Chrome,Windows,1200,1920,4.8472333333333335,
38,Comprehensive,neutral,man_woman,Chair,clipping,board chair,4,FM,11,[],29,Yes,,0,1,1,Male,English,Chrome,Windows,1200,1920,4.8472333333333335,
38,Comprehensive,male,suffix,Flight_attendant,suppletion,airline steward,5,FM,12,[],29,Yes,,0,1,1,Male,English,Chrome,Windows,1200,1920,4.8472333333333335,
38,Comprehensive,female,suffix,Emperor,male_adoption,empress,1,FM,13,[],29,Yes,,0,1,1,Male,English,Chrome,Windows,1200,1920,4.8472333333333335,
38,Comprehensive,male,man_woman,Congressperson,person_compound,congressman,6,FM,14,[],29,Yes,,0,1,1,Male,English,Chrome,Windows,1200,1920,4.8472333333333335,
38,Comprehensive,female,man_woman,Businessperson,person_compound,businesswoman,1,FM,15,[],29,Yes,,0,1,1,Male,English,Chrome,Windows,1200,1920,4.8472333333333335,
38,Comprehensive,neutral,man_woman,Garbage_Collector,neutral_compound,garbage collector,5,FM,16,[],29,Yes,,0,1,1,Male,English,Chrome,Windows,1200,1920,4.8472333333333335,
38,Comprehensive,male,suffix,Restaurant_server,suppletion,waiter,6,FM,17,[],29,Yes,,0,1,1,Male,English,Chrome,Windows,1200,1920,4.8472333333333335,
38,Comprehensive,female,boy_girl,Newsboy,male_adoption,newsgirl,1,FM,18,[],29,Yes,,0,1,1,Male,English,Chrome,Windows,1200,1920,4.8472333333333335,
38,Comprehensive,male,suffix,Hero,male_adoption,hero,5,FM,19,[],29,Yes,,0,1,1,Male,English,Chrome,Windows,1200,1920,4.8472333333333335,
38,Comprehensive,female,man_woman,Gentleperson,person_compound,gentlewoman,1,FM,20,[],29,Yes,,0,1,1,Male,English,Chrome,Windows,1200,1920,4.8472333333333335,
38,Comprehensive,male,man_woman,Firefighter,neutral_compound,fireman,6,FM,21,[],29,Yes,,0,1,1,Male,English,Chrome,Windows,1200,1920,4.8472333333333335,
38,Comprehensive,female,man_woman,Camera,neutral_compound,camerawoman,1,FM,22,[],29,Yes,,0,1,1,Male,English,Chrome,Windows,1200,1920,4.8472333333333335,
38,Comprehensive,male,man_woman,Anchor,clipping,anchorman,6,FM,23,[],29,Yes,,0,1,1,Male,English,Chrome,Windows,1200,1920,4.8472333333333335,
38,Comprehensive,female,man_woman,Door_attendant,neutral_compound,doorwoman,1,FM,24,[],29,Yes,,0,1,1,Male,English,Chrome,Windows,1200,1920,4.8472333333333335,
38,Comprehensive,female,suffix,Hunter,male_adoption,huntress,1,FM,25,[],29,Yes,,0,1,1,Male,English,Chrome,Windows,1200,1920,4.8472333333333335,
38,Comprehensive,neutral,man_woman,Assemblyperson,person_compound,assemblyperson,4,FM,26,[],29,Yes,,0,1,1,Male,English,Chrome,Windows,1200,1920,4.8472333333333335,
38,Comprehensive,male,man_woman,God,male_adoption,god,6,FM,27,[],29,Yes,,0,1,1,Male,English,Chrome,Windows,1200,1920,4.8472333333333335,
38,Comprehensive,female,man_woman,Horseperson,person_compound,horsewoman,1,FM,28,[],29,Yes,,0,1,1,Male,English,Chrome,Windows,1200,1920,4.8472333333333335,
38,Comprehensive,neutral,gender_compound,Bartender,neutral_compound,bartender,4,FM,29,[],29,Yes,,0,1,1,Male,English,Chrome,Windows,1200,1920,4.8472333333333335,
38,Comprehensive,male,boy_girl,Paper_carrier,neutral_compound,paperboy,7,FM,30,[],29,Yes,,0,1,1,Male,English,Chrome,Windows,1200,1920,4.8472333333333335,
38,Comprehensive,female,man_woman,Mail_Carrier,neutral_compound,mailwoman,1,FM,31,[],29,Yes,,0,1,1,Male,English,Chrome,Windows,1200,1920,4.8472333333333335,
38,Comprehensive,neutral,gender_compound,Headteacher,neutral_compound,headteacher,4,FM,32,[],29,Yes,,0,1,1,Male,English,Chrome,Windows,1200,1920,4.8472333333333335,
38,Comprehensive,neutral,man_woman,Foreperson,person_compound,foreperson,3,FM,33,[],29,Yes,,0,1,1,Male,English,Chrome,Windows,1200,1920,4.8472333333333335,
38,Comprehensive,neutral,suffix,Sorcerer,male_adoption,sorcerer,5,FM,34,[],29,Yes,,0,1,1,Male,English,Chrome,Windows,1200,1920,4.8472333333333335,
38,Comprehensive,neutral,man_woman,Maintenance_Person,person_compound,maintenance person,4,FM,35,[],29,Yes,,0,1,1,Male,English,Chrome,Windows,1200,1920,4.8472333333333335,
38,Comprehensive,neutral,man_woman,Craftsperson,person_compound,craftsperson,4,FM,36,[],29,Yes,,0,1,1,Male,English,Chrome,Windows,1200,1920,4.8472333333333335,
38,Comprehensive,female,suffix,Usher,male_adoption,usherette,1,FM,37,[],29,Yes,,0,1,1,Male,English,Chrome,Windows,1200,1920,4.8472333333333335,
38,Comprehensive,neutral,man_woman,Crewmember,neutral_compound,crewmember,4,FM,38,[],29,Yes,,0,1,1,Male,English,Chrome,Windows,1200,1920,4.8472333333333335,
38,Comprehensive,male,suffix,Villain,male_adoption,villain,4,FM,39,[],29,Yes,,0,1,1,Male,English,Chrome,Windows,1200,1920,4.8472333333333335,
38,Comprehensive,male,man_woman,Stunt_double,neutral_compound,stuntman,6,FM,40,[],29,Yes,,0,1,1,Male,English,Chrome,Windows,1200,1920,4.8472333333333335,
38,Comprehensive,female,man_woman,Meteorologist,suppletion,weatherwoman,1,FM,41,[],29,Yes,,0,1,1,Male,English,Chrome,Windows,1200,1920,4.8472333333333335,
38,Comprehensive,male,gender_compound,Proprieter,suppletion,landlord,6,FM,42,[],29,Yes,,0,1,1,Male,English,Chrome,Windows,1200,1920,4.8472333333333335,
99,Comprehensive,,,example1,,,4,,2,[],25,Yes,,2,1,1,Male,English,Chrome,Windows,720,1280,3.6610833333333335,
99,Comprehensive,neutral,suffix,Host,male_adoption,host,4,MF,4,[],25,Yes,,2,1,1,Male,English,Chrome,Windows,720,1280,3.6610833333333335,
99,Comprehensive,female,man_woman,Fisher,clipping,fisherwoman,7,MF,5,[],25,Yes,,2,1,1,Male,English,Chrome,Windows,720,1280,3.6610833333333335,
99,Comprehensive,male,man_woman,Anchor,clipping,anchorman,1,MF,6,[],25,Yes,,2,1,1,Male,English,Chrome,Windows,720,1280,3.6610833333333335,
99,Comprehensive,male,suffix,Restaurant_server,suppletion,waiter,4,MF,7,[],25,Yes,,2,1,1,Male,English,Chrome,Windows,720,1280,3.6610833333333335,
99,Comprehensive,neutral,man_woman,Stunt_double,neutral_compound,stunt double,4,MF,8,[],25,Yes,,2,1,1,Male,English,Chrome,Windows,720,1280,3.6610833333333335,
99,Comprehensive,male,suffix,Actor,male_adoption,actor,1,MF,9,[],25,Yes,,2,1,1,Male,English,Chrome,Windows,720,1280,3.6610833333333335,
99,Comprehensive,male,man_woman,Congressperson,person_compound,congressman,1,MF,10,[],25,Yes,,2,1,1,Male,English,Chrome,Windows,720,1280,3.6610833333333335,
99,Comprehensive,male,boy_girl,Paper_carrier,neutral_compound,paperboy,2,MF,11,[],25,Yes,,2,1,1,Male,English,Chrome,Windows,720,1280,3.6610833333333335,
99,Comprehensive,female,man_woman,Craftsperson,person_compound,craftswoman,7,MF,12,[],25,Yes,,2,1,1,Male,English,Chrome,Windows,720,1280,3.6610833333333335,
99,Comprehensive,male,suffix,Emperor,male_adoption,emperor,1,MF,13,[],25,Yes,,2,1,1,Male,English,Chrome,Windows,720,1280,3.6610833333333335,
99,Comprehensive,neutral,man_woman,God,male_adoption,god,1,MF,14,[],25,Yes,,2,1,1,Male,English,Chrome,Windows,720,1280,3.6610833333333335,
99,Comprehensive,male,suffix,Heir,male_adoption,heir,1,MF,15,[],25,Yes,,2,1,1,Male,English,Chrome,Windows,720,1280,3.6610833333333335,
99,Comprehensive,female,man_woman,Chair,clipping,chairwoman,7,MF,16,[],25,Yes,,2,1,1,Male,English,Chrome,Windows,720,1280,3.6610833333333335,
99,Comprehensive,female,man_woman,Foreperson,person_compound,forewoman,7,MF,17,[],25,Yes,,2,1,1,Male,English,Chrome,Windows,720,1280,3.6610833333333335,
99,Comprehensive,neutral,suffix,Hero,male_adoption,hero,4,MF,18,[],25,Yes,,2,1,1,Male,English,Chrome,Windows,720,1280,3.6610833333333335,
99,Comprehensive,female,man_woman,Firefighter,neutral_compound,firewoman,7,MF,19,[],25,Yes,,2,1,1,Male,English,Chrome,Windows,720,1280,3.6610833333333335,
99,Comprehensive,male,boy_girl,Newsboy,male_adoption,newsboy,1,MF,20,[],25,Yes,,2,1,1,Male,English,Chrome,Windows,720,1280,3.6610833333333335,
99,Comprehensive,neutral,man_woman,Salesperson,person_compound,salesperson,4,MF,21,[],25,Yes,,2,1,1,Male,English,Chrome,Windows,720,1280,3.6610833333333335,
99,Comprehensive,male,suffix,Sorcerer,male_adoption,sorcerer,1,MF,22,[],25,Yes,,2,1,1,Male,English,Chrome,Windows,720,1280,3.6610833333333335,
