workerid,proliferate.condition,condition,form,lbr_after,lbr_before,lexeme,name,region,response_correct,rt,trial_id,trial_no,word_idx,subject_information.age,subject_information.asses,subject_information.comments,subject_information.education,subject_information.enjoyment,subject_information.gender,subject_information.gender_q1,subject_information.gender_q10,subject_information.gender_q11,subject_information.gender_q12,subject_information.gender_q13,subject_information.gender_q2,subject_information.gender_q3,subject_information.gender_q4,subject_information.gender_q5,subject_information.gender_q6,subject_information.gender_q7,subject_information.gender_q8,subject_information.gender_q9,subject_information.language,subject_information.party_alignment,subject_information.price,system.Browser,system.OS,system.screenH,system.screenW,time_in_minutes,error
119,all,congruent_male,Joseph,0,0,foreperson,Joseph,none,1,279,foreperson_congruent_male,13,0,23,Yes,,2,2,Female,100,16,0,0,0,100,100,100,100,49,0,0,23,Engligh,5,1,Chrome,Mac,800,1280,3.5265,
119,all,congruent_male,is,0,0,foreperson,Joseph,none,1,351,foreperson_congruent_male,13,1,23,Yes,,2,2,Female,100,16,0,0,0,100,100,100,100,49,0,0,23,Engligh,5,1,Chrome,Mac,800,1280,3.5265,
119,all,congruent_male,a,0,0,foreperson,Joseph,none,1,317,foreperson_congruent_male,13,2,23,Yes,,2,2,Female,100,16,0,0,0,100,100,100,100,49,0,0,23,Engligh,5,1,Chrome,Mac,800,1280,3.5265,
119,all,congruent_male,foreman,0,0,foreperson,Joseph,none,1,357,foreperson_congruent_male,13,3,23,Yes,,2,2,Female,100,16,0,0,0,100,100,100,100,49,0,0,23,Engligh,5,1,Chrome,Mac,800,1280,3.5265,
119,all,congruent_male,from,0,0,foreperson,Joseph,none,1,462,foreperson_congruent_male,13,4,23,Yes,,2,2,Female,100,16,0,0,0,100,100,100,100,49,0,0,23,Engligh,5,1,Chrome,Mac,800,1280,3.5265,
119,all,congruent_male,New York.,0,0,foreperson,Joseph,none,1,473,foreperson_congruent_male,13,5,23,Yes,,2,2,Female,100,16,0,0,0,100,100,100,100,49,0,0,23,Engligh,5,1,Chrome,Mac,800,1280,3.5265,
119,all,congruent_male,He,0,0,foreperson,Joseph,none,1,336,foreperson_congruent_male,13,6,23,Yes,,2,2,Female,100,16,0,0,0,100,100,100,100,49,0,0,23,Engligh,5,1,Chrome,Mac,800,1280,3.5265,
119,all,congruent_male,likes,0,0,foreperson,Joseph,none,1,318,foreperson_congruent_male,13,7,23,Yes,,2,2,Female,100,16,0,0,0,100,100,100,100,49,0,0,23,Engligh,5,1,Chrome,Mac,800,1280,3.5265,
119,all,congruent_male,cycling.,0,0,foreperson,Joseph,none,1,520,foreperson_congruent_male,13,8,23,Yes,,2,2,Female,100,16,0,0,0,100,100,100,100,49,0,0,23,Engligh,5,1,Chrome,Mac,800,1280,3.5265,
119,all,congruent_female,Elizabeth,0,0,hero,Elizabeth,none,1,543,hero_congruent_female,14,0,23,Yes,,2,2,Female,100,16,0,0,0,100,100,100,100,49,0,0,23,Engligh,5,1,Chrome,Mac,800,1280,3.5265,
119,all,congruent_female,is,0,0,hero,Elizabeth,none,1,339,hero_congruent_female,14,1,23,Yes,,2,2,Female,100,16,0,0,0,100,100,100,100,49,0,0,23,Engligh,5,1,Chrome,Mac,800,1280,3.5265,
119,all,congruent_female,a,0,0,hero,Elizabeth,none,1,415,hero_congruent_female,14,2,23,Yes,,2,2,Female,100,16,0,0,0,100,100,100,100,49,0,0,23,Engligh,5,1,Chrome,Mac,800,1280,3.5265,
119,all,congruent_female,heroine,0,0,hero,Elizabeth,critical,1,601,hero_congruent_female,14,3,23,Yes,,2,2,Female,100,16,0,0,0,100,100,100,100,49,0,0,23,Engligh,5,1,Chrome,Mac,800,1280,3.5265,
119,all,congruent_female,from,0,0,hero,Elizabeth,none,1,537,hero_congruent_female,14,4,23,Yes,,2,2,Female,100,16,0,0,0,100,100,100,100,49,0,0,23,Engligh,5,1,Chrome,Mac,800,1280,3.5265,
119,all,congruent_female,Iowa.,0,0,hero,Elizabeth,none,1,465,hero_congruent_female,14,5,23,Yes,,2,2,Female,100,16,0,0,0,100,100,100,100,49,0,0,23,Engligh,5,1,Chrome,Mac,800,1280,3.5265,
119,all,congruent_female,She,0,0,hero,Elizabeth,none,1,400,hero_congruent_female,14,6,23,Yes,,2,2,Female,100,16,0,0,0,100,100,100,100,49,0,0,23,Engligh,5,1,Chrome,Mac,800,1280,3.5265,
119,all,congruent_female,likes,0,0,hero,Elizabeth,none,1,327,hero_congruent_female,14,7,23,Yes,,2,2,Female,100,16,0,0,0,100,100,100,100,49,0,0,23,Engligh,5,1,Chrome,Mac,800,1280,3.5265,
119,all,congruent_female,hiking.,0,0,hero,Elizabeth,none,1,503,hero_congruent_female,14,8,23,Yes,,2,2,Female,100,16,0,0,0,100,100,100,100,49,0,0,23,Engligh,5,1,Chrome,Mac,800,1280,3.5265,
119,all,congruent_female,Emily,0,0,anchor,Emily,none,1,507,anchor_congruent_female,15,0,23,Yes,,2,2,Female,100,16,0,0,0,100,100,100,100,49,0,0,23,Engligh,5,1,Chrome,Mac,800,1280,3.5265,
119,all,congruent_female,is,0,0,anchor,Emily,none,1,292,anchor_congruent_female,15,1,23,Yes,,2,2,Female,100,16,0,0,0,100,100,100,100,49,0,0,23,Engligh,5,1,Chrome,Mac,800,1280,3.5265,
119,all,congruent_female,an,0,0,anchor,Emily,none,1,342,anchor_congruent_female,15,2,23,Yes,,2,2,Female,100,16,0,0,0,100,100,100,100,49,0,0,23,Engligh,5,1,Chrome,Mac,800,1280,3.5265,
119,all,congruent_female,anchorwoman,0,0,anchor,Emily,critical,1,615,anchor_congruent_female,15,3,23,Yes,,2,2,Female,100,16,0,0,0,100,100,100,100,49,0,0,23,Engligh,5,1,Chrome,Mac,800,1280,3.5265,
119,all,congruent_female,from,0,0,anchor,Emily,none,1,345,anchor_congruent_female,15,4,23,Yes,,2,2,Female,100,16,0,0,0,100,100,100,100,49,0,0,23,Engligh,5,1,Chrome,Mac,800,1280,3.5265,
119,all,congruent_female,Florida.,0,0,anchor,Emily,none,1,709,anchor_congruent_female,15,5,23,Yes,,2,2,Female,100,16,0,0,0,100,100,100,100,49,0,0,23,Engligh,5,1,Chrome,Mac,800,1280,3.5265,
119,all,congruent_female,She,0,0,anchor,Emily,none,1,254,anchor_congruent_female,15,6,23,Yes,,2,2,Female,100,16,0,0,0,100,100,100,100,49,0,0,23,Engligh,5,1,Chrome,Mac,800,1280,3.5265,
119,all,congruent_female,likes,0,0,anchor,Emily,none,1,400,anchor_congruent_female,15,7,23,Yes,,2,2,Female,100,16,0,0,0,100,100,100,100,49,0,0,23,Engligh,5,1,Chrome,Mac,800,1280,3.5265,
119,all,congruent_female,swimming.,0,0,anchor,Emily,none,1,525,anchor_congruent_female,15,8,23,Yes,,2,2,Female,100,16,0,0,0,100,100,100,100,49,0,0,23,Engligh,5,1,Chrome,Mac,800,1280,3.5265,
119,all,neutral_male,Michael,0,0,crewmember,Michael,none,1,327,_neutral_male,16,0,23,Yes,,2,2,Female,100,16,0,0,0,100,100,100,100,49,0,0,23,Engligh,5,1,Chrome,Mac,800,1280,3.5265,
119,all,neutral_male,is,0,0,crewmember,Michael,none,1,329,_neutral_male,16,1,23,Yes,,2,2,Female,100,16,0,0,0,100,100,100,100,49,0,0,23,Engligh,5,1,Chrome,Mac,800,1280,3.5265,
119,all,neutral_male,a,0,0,crewmember,Michael,none,1,347,_neutral_male,16,2,23,Yes,,2,2,Female,100,16,0,0,0,100,100,100,100,49,0,0,23,Engligh,5,1,Chrome,Mac,800,1280,3.5265,
119,all,neutral_male,crewmember,0,0,crewmember,Michael,none,1,582,_neutral_male,16,3,23,Yes,,2,2,Female,100,16,0,0,0,100,100,100,100,49,0,0,23,Engligh,5,1,Chrome,Mac,800,1280,3.5265,
119,all,neutral_male,from,0,0,crewmember,Michael,none,1,255,_neutral_male,16,4,23,Yes,,2,2,Female,100,16,0,0,0,100,100,100,100,49,0,0,23,Engligh,5,1,Chrome,Mac,800,1280,3.5265,
119,all,neutral_male,Kentucky.,0,0,crewmember,Michael,none,1,599,_neutral_male,16,5,23,Yes,,2,2,Female,100,16,0,0,0,100,100,100,100,49,0,0,23,Engligh,5,1,Chrome,Mac,800,1280,3.5265,
119,all,neutral_male,He,0,0,crewmember,Michael,none,1,273,_neutral_male,16,6,23,Yes,,2,2,Female,100,16,0,0,0,100,100,100,100,49,0,0,23,Engligh,5,1,Chrome,Mac,800,1280,3.5265,
119,all,neutral_male,likes,0,0,crewmember,Michael,none,1,255,_neutral_male,16,7,23,Yes,,2,2,Female,100,16,0,0,0,100,100,100,100,49,0,0,23,Engligh,5,1,Chrome,Mac,800,1280,3.5265,
119,all,neutral_male,walking.,0,0,crewmember,Michael,none,1,712,_neutral_male,16,8,23,Yes,,2,2,Female,100,16,0,0,0,100,100,100,100,49,0,0,23,Engligh,5,1,Chrome,Mac,800,1280,3.5265,
119,all,neutral_male,Austin,0,0,craftsperson,Austin,none,1,393,_neutral_male,17,0,23,Yes,,2,2,Female,100,16,0,0,0,100,100,100,100,49,0,0,23,Engligh,5,1,Chrome,Mac,800,1280,3.5265,
119,all,neutral_male,is,0,0,craftsperson,Austin,none,1,317,_neutral_male,17,1,23,Yes,,2,2,Female,100,16,0,0,0,100,100,100,100,49,0,0,23,Engligh,5,1,Chrome,Mac,800,1280,3.5265,
119,all,neutral_male,a,0,0,craftsperson,Austin,none,1,311,_neutral_male,17,2,23,Yes,,2,2,Female,100,16,0,0,0,100,100,100,100,49,0,0,23,Engligh,5,1,Chrome,Mac,800,1280,3.5265,
119,all,neutral_male,craftsperson,0,0,craftsperson,Austin,critical,1,586,_neutral_male,17,3,23,Yes,,2,2,Female,100,16,0,0,0,100,100,100,100,49,0,0,23,Engligh,5,1,Chrome,Mac,800,1280,3.5265,
119,all,neutral_male,from,0,0,craftsperson,Austin,none,1,294,_neutral_male,17,4,23,Yes,,2,2,Female,100,16,0,0,0,100,100,100,100,49,0,0,23,Engligh,5,1,Chrome,Mac,800,1280,3.5265,
119,all,neutral_male,New Mexico.,0,0,craftsperson,Austin,none,1,497,_neutral_male,17,5,23,Yes,,2,2,Female,100,16,0,0,0,100,100,100,100,49,0,0,23,Engligh,5,1,Chrome,Mac,800,1280,3.5265,
119,all,neutral_male,He,0,0,craftsperson,Austin,none,1,259,_neutral_male,17,6,23,Yes,,2,2,Female,100,16,0,0,0,100,100,100,100,49,0,0,23,Engligh,5,1,Chrome,Mac,800,1280,3.5265,
119,all,neutral_male,likes,0,0,craftsperson,Austin,none,1,299,_neutral_male,17,7,23,Yes,,2,2,Female,100,16,0,0,0,100,100,100,100,49,0,0,23,Engligh,5,1,Chrome,Mac,800,1280,3.5265,
119,all,neutral_male,dancing.,0,0,craftsperson,Austin,none,1,392,_neutral_male,17,8,23,Yes,,2,2,Female,100,16,0,0,0,100,100,100,100,49,0,0,23,Engligh,5,1,Chrome,Mac,800,1280,3.5265,
119,all,congruent_female,Sarah,0,0,hunter,Sarah,none,1,293,hunter_congruent_female,18,0,23,Yes,,2,2,Female,100,16,0,0,0,100,100,100,100,49,0,0,23,Engligh,5,1,Chrome,Mac,800,1280,3.5265,
119,all,congruent_female,is,0,0,hunter,Sarah,none,1,285,hunter_congruent_female,18,1,23,Yes,,2,2,Female,100,16,0,0,0,100,100,100,100,49,0,0,23,Engligh,5,1,Chrome,Mac,800,1280,3.5265,
119,all,congruent_female,a,0,0,hunter,Sarah,none,1,369,hunter_congruent_female,18,2,23,Yes,,2,2,Female,100,16,0,0,0,100,100,100,100,49,0,0,23,Engligh,5,1,Chrome,Mac,800,1280,3.5265,
119,all,congruent_female,huntress,0,0,hunter,Sarah,critical,1,522,hunter_congruent_female,18,3,23,Yes,,2,2,Female,100,16,0,0,0,100,100,100,100,49,0,0,23,Engligh,5,1,Chrome,Mac,800,1280,3.5265,
119,all,congruent_female,from,0,0,hunter,Sarah,none,1,291,hunter_congruent_female,18,4,23,Yes,,2,2,Female,100,16,0,0,0,100,100,100,100,49,0,0,23,Engligh,5,1,Chrome,Mac,800,1280,3.5265,
119,all,congruent_female,Oklahoma.,0,0,hunter,Sarah,none,1,583,hunter_congruent_female,18,5,23,Yes,,2,2,Female,100,16,0,0,0,100,100,100,100,49,0,0,23,Engligh,5,1,Chrome,Mac,800,1280,3.5265,
119,all,congruent_female,She,0,0,hunter,Sarah,none,1,427,hunter_congruent_female,18,6,23,Yes,,2,2,Female,100,16,0,0,0,100,100,100,100,49,0,0,23,Engligh,5,1,Chrome,Mac,800,1280,3.5265,
119,all,congruent_female,likes,0,0,hunter,Sarah,none,1,288,hunter_congruent_female,18,7,23,Yes,,2,2,Female,100,16,0,0,0,100,100,100,100,49,0,0,23,Engligh,5,1,Chrome,Mac,800,1280,3.5265,
119,all,congruent_female,dancing.,0,0,hunter,Sarah,none,1,421,hunter_congruent_female,18,8,23,Yes,,2,2,Female,100,16,0,0,0,100,100,100,100,49,0,0,23,Engligh,5,1,Chrome,Mac,800,1280,3.5265,
119,all,neutral_male,Joshua,0,0,layperson,Joshua,none,1,354,_neutral_male,19,0,23,Yes,,2,2,Female,100,16,0,0,0,100,100,100,100,49,0,0,23,Engligh,5,1,Chrome,Mac,800,1280,3.5265,
119,all,neutral_male,is,0,0,layperson,Joshua,none,1,258,_neutral_male,19,1,23,Yes,,2,2,Female,100,16,0,0,0,100,100,100,100,49,0,0,23,Engligh,5,1,Chrome,Mac,800,1280,3.5265,
119,all,neutral_male,a,0,0,layperson,Joshua,none,1,381,_neutral_male,19,2,23,Yes,,2,2,Female,100,16,0,0,0,100,100,100,100,49,0,0,23,Engligh,5,1,Chrome,Mac,800,1280,3.5265,
119,all,neutral_male,layperson,0,0,layperson,Joshua,critical,1,837,_neutral_male,19,3,23,Yes,,2,2,Female,100,16,0,0,0,100,100,100,100,49,0,0,23,Engligh,5,1,Chrome,Mac,800,1280,3.5265,
119,all,neutral_male,from,0,0,layperson,Joshua,none,1,180,_neutral_male,19,4,23,Yes,,2,2,Female,100,16,0,0,0,100,100,100,100,49,0,0,23,Engligh,5,1,Chrome,Mac,800,1280,3.5265,
119,all,neutral_male,Alabama.,0,0,layperson,Joshua,none,1,505,_neutral_male,19,5,23,Yes,,2,2,Female,100,16,0,0,0,100,100,100,100,49,0,0,23,Engligh,5,1,Chrome,Mac,800,1280,3.5265,
119,all,neutral_male,He,0,0,layperson,Joshua,none,1,274,_neutral_male,19,6,23,Yes,,2,2,Female,100,16,0,0,0,100,100,100,100,49,0,0,23,Engligh,5,1,Chrome,Mac,800,1280,3.5265,
119,all,neutral_male,likes,0,0,layperson,Joshua,none,1,320,_neutral_male,19,7,23,Yes,,2,2,Female,100,16,0,0,0,100,100,100,100,49,0,0,23,Engligh,5,1,Chrome,Mac,800,1280,3.5265,
119,all,neutral_male,surfing.,0,0,layperson,Joshua,none,1,636,_neutral_male,19,8,23,Yes,,2,2,Female,100,16,0,0,0,100,100,100,100,49,0,0,23,Engligh,5,1,Chrome,Mac,800,1280,3.5265,
119,all,neutral_female,Samantha,0,0,flight attendant,Samantha,none,1,246,flight attendant_neutral_female,20,0,23,Yes,,2,2,Female,100,16,0,0,0,100,100,100,100,49,0,0,23,Engligh,5,1,Chrome,Mac,800,1280,3.5265,
119,all,neutral_female,is,0,0,flight attendant,Samantha,none,1,466,flight attendant_neutral_female,20,1,23,Yes,,2,2,Female,100,16,0,0,0,100,100,100,100,49,0,0,23,Engligh,5,1,Chrome,Mac,800,1280,3.5265,
119,all,neutral_female,a,0,0,flight attendant,Samantha,none,1,356,flight attendant_neutral_female,20,2,23,Yes,,2,2,Female,100,16,0,0,0,100,100,100,100,49,0,0,23,Engligh,5,1,Chrome,Mac,800,1280,3.5265,
119,all,neutral_female,flight attendant,0,0,flight attendant,Samantha,none,1,643,flight attendant_neutral_female,20,3,23,Yes,,2,2,Female,100,16,0,0,0,100,100,100,100,49,0,0,23,Engligh,5,1,Chrome,Mac,800,1280,3.5265,
119,all,neutral_female,from,0,0,flight attendant,Samantha,none,1,291,flight attendant_neutral_female,20,4,23,Yes,,2,2,Female,100,16,0,0,0,100,100,100,100,49,0,0,23,Engligh,5,1,Chrome,Mac,800,1280,3.5265,
119,all,neutral_female,Tennessee.,0,0,flight attendant,Samantha,none,1,594,flight attendant_neutral_female,20,5,23,Yes,,2,2,Female,100,16,0,0,0,100,100,100,100,49,0,0,23,Engligh,5,1,Chrome,Mac,800,1280,3.5265,
119,all,neutral_female,She,0,0,flight attendant,Samantha,none,1,250,flight attendant_neutral_female,20,6,23,Yes,,2,2,Female,100,16,0,0,0,100,100,100,100,49,0,0,23,Engligh,5,1,Chrome,Mac,800,1280,3.5265,
119,all,neutral_female,likes,0,0,flight attendant,Samantha,none,1,373,flight attendant_neutral_female,20,7,23,Yes,,2,2,Female,100,16,0,0,0,100,100,100,100,49,0,0,23,Engligh,5,1,Chrome,Mac,800,1280,3.5265,
119,all,neutral_female,hiking.,0,0,flight attendant,Samantha,none,1,388,flight attendant_neutral_female,20,8,23,Yes,,2,2,Female,100,16,0,0,0,100,100,100,100,49,0,0,23,Engligh,5,1,Chrome,Mac,800,1280,3.5265,
122,all,neutral_female,Brittany,0,0,performer,Brittany,none,1,582,example,0,0,43,,I liked the word-by-word part,2,2,Female,100,0,0,0,0,100,100,100,100,0,0,0,0,English,5,0,Chrome,Windows,720,1280,6.918433333333334,
122,all,neutral_female,is,0,0,performer,Brittany,none,1,465,example,0,1,43,,I liked the word-by-word part,2,2,Female,100,0,0,0,0,100,100,100,100,0,0,0,0,English,5,0,Chrome,Windows,720,1280,6.918433333333334,
122,all,neutral_female,a,0,0,performer,Brittany,none,1,446,example,0,2,43,,I liked the word-by-word part,2,2,Female,100,0,0,0,0,100,100,100,100,0,0,0,0,English,5,0,Chrome,Windows,720,1280,6.918433333333334,
122,all,neutral_female,performer,0,0,performer,Brittany,critical,1,488,example,0,3,43,,I liked the word-by-word part,2,2,Female,100,0,0,0,0,100,100,100,100,0,0,0,0,English,5,0,Chrome,Windows,720,1280,6.918433333333334,
122,all,neutral_female,from,0,0,performer,Brittany,none,1,456,example,0,4,43,,I liked the word-by-word part,2,2,Female,100,0,0,0,0,100,100,100,100,0,0,0,0,English,5,0,Chrome,Windows,720,1280,6.918433333333334,
122,all,neutral_female,South Korea.,0,0,performer,Brittany,none,1,528,example,0,5,43,,I liked the word-by-word part,2,2,Female,100,0,0,0,0,100,100,100,100,0,0,0,0,English,5,0,Chrome,Windows,720,1280,6.918433333333334,
122,all,neutral_female,She,0,0,performer,Brittany,none,1,480,example,0,6,43,,I liked the word-by-word part,2,2,Female,100,0,0,0,0,100,100,100,100,0,0,0,0,English,5,0,Chrome,Windows,720,1280,6.918433333333334,
122,all,neutral_female,likes,0,0,performer,Brittany,none,1,464,example,0,7,43,,I liked the word-by-word part,2,2,Female,100,0,0,0,0,100,100,100,100,0,0,0,0,English,5,0,Chrome,Windows,720,1280,6.918433333333334,
122,all,neutral_female,cycling.,0,0,performer,Brittany,none,1,1553,example,0,8,43,,I liked the word-by-word part,2,2,Female,100,0,0,0,0,100,100,100,100,0,0,0,0,English,5,0,Chrome,Windows,720,1280,6.918433333333334,
122,all,congruent_female,Emily,0,0,flight attendant,Emily,none,1,471,flight attendant_congruent_female,1,0,43,,I liked the word-by-word part,2,2,Female,100,0,0,0,0,100,100,100,100,0,0,0,0,English,5,0,Chrome,Windows,720,1280,6.918433333333334,
122,all,congruent_female,is,0,0,flight attendant,Emily,none,1,400,flight attendant_congruent_female,1,1,43,,I liked the word-by-word part,2,2,Female,100,0,0,0,0,100,100,100,100,0,0,0,0,English,5,0,Chrome,Windows,720,1280,6.918433333333334,
122,all,congruent_female,a,0,0,flight attendant,Emily,none,1,416,flight attendant_congruent_female,1,2,43,,I liked the word-by-word part,2,2,Female,100,0,0,0,0,100,100,100,100,0,0,0,0,English,5,0,Chrome,Windows,720,1280,6.918433333333334,
122,all,congruent_female,stewardess,0,0,flight attendant,Emily,none,1,536,flight attendant_congruent_female,1,3,43,,I liked the word-by-word part,2,2,Female,100,0,0,0,0,100,100,100,100,0,0,0,0,English,5,0,Chrome,Windows,720,1280,6.918433333333334,
122,all,congruent_female,from,0,0,flight attendant,Emily,none,1,424,flight attendant_congruent_female,1,4,43,,I liked the word-by-word part,2,2,Female,100,0,0,0,0,100,100,100,100,0,0,0,0,English,5,0,Chrome,Windows,720,1280,6.918433333333334,
122,all,congruent_female,Tennessee.,0,0,flight attendant,Emily,none,1,456,flight attendant_congruent_female,1,5,43,,I liked the word-by-word part,2,2,Female,100,0,0,0,0,100,100,100,100,0,0,0,0,English,5,0,Chrome,Windows,720,1280,6.918433333333334,
122,all,congruent_female,She,0,0,flight attendant,Emily,none,1,456,flight attendant_congruent_female,1,6,43,,I liked the word-by-word part,2,2,Female,100,0,0,0,0,100,100,100,100,0,0,0,0,English,5,0,Chrome,Windows,720,1280,6.918433333333334,
122,all,congruent_female,likes,0,0,flight attendant,Emily,none,1,457,flight attendant_congruent_female,1,7,43,,I liked the word-by-word part,2,2,Female,100,0,0,0,0,100,100,100,100,0,0,0,0,English,5,0,Chrome,Windows,720,1280,6.918433333333334,
122,all,congruent_female,hiking.,0,0,flight attendant,Emily,none,1,1503,flight attendant_congruent_female,1,8,43,,I liked the word-by-word part,2,2,Female,100,0,0,0,0,100,100,100,100,0,0,0,0,English,5,0,Chrome,Windows,720,1280,6.918433333333334,
122,all,neutral_female,Jessica,0,0,firefighter,Jessica,none,1,487,firefighter_neutral_female,2,0,43,,I liked the word-by-word part,2,2,Female,100,0,0,0,0,100,100,100,100,0,0,0,0,English,5,0,Chrome,Windows,720,1280,6.918433333333334,
122,all,neutral_female,is,0,0,firefighter,Jessica,none,1,392,firefighter_neutral_female,2,1,43,,I liked the word-by-word part,2,2,Female,100,0,0,0,0,100,100,100,100,0,0,0,0,English,5,0,Chrome,Windows,720,1280,6.918433333333334,
122,all,neutral_female,a,0,0,firefighter,Jessica,none,1,424,firefighter_neutral_female,2,2,43,,I liked the word-by-word part,2,2,Female,100,0,0,0,0,100,100,100,100,0,0,0,0,English,5,0,Chrome,Windows,720,1280,6.918433333333334,
122,all,neutral_female,firefighter,0,0,firefighter,Jessica,critical,1,489,firefighter_neutral_female,2,3,43,,I liked the word-by-word part,2,2,Female,100,0,0,0,0,100,100,100,100,0,0,0,0,English,5,0,Chrome,Windows,720,1280,6.918433333333334,
122,all,neutral_female,from,0,0,firefighter,Jessica,none,1,447,firefighter_neutral_female,2,4,43,,I liked the word-by-word part,2,2,Female,100,0,0,0,0,100,100,100,100,0,0,0,0,English,5,0,Chrome,Windows,720,1280,6.918433333333334,
122,all,neutral_female,North Carolina.,0,0,firefighter,Jessica,none,1,776,firefighter_neutral_female,2,5,43,,I liked the word-by-word part,2,2,Female,100,0,0,0,0,100,100,100,100,0,0,0,0,English,5,0,Chrome,Windows,720,1280,6.918433333333334,
122,all,neutral_female,She,0,0,firefighter,Jessica,none,1,456,firefighter_neutral_female,2,6,43,,I liked the word-by-word part,2,2,Female,100,0,0,0,0,100,100,100,100,0,0,0,0,English,5,0,Chrome,Windows,720,1280,6.918433333333334,
122,all,neutral_female,likes,0,0,firefighter,Jessica,none,1,432,firefighter_neutral_female,2,7,43,,I liked the word-by-word part,2,2,Female,100,0,0,0,0,100,100,100,100,0,0,0,0,English,5,0,Chrome,Windows,720,1280,6.918433333333334,
122,all,neutral_female,cooking.,0,0,firefighter,Jessica,none,1,1273,firefighter_neutral_female,2,8,43,,I liked the word-by-word part,2,2,Female,100,0,0,0,0,100,100,100,100,0,0,0,0,English,5,0,Chrome,Windows,720,1280,6.918433333333334,
122,all,neutral_male,Nicholas,0,0,camera operator,Nicholas,none,1,407,_neutral_male,3,0,43,,I liked the word-by-word part,2,2,Female,100,0,0,0,0,100,100,100,100,0,0,0,0,English,5,0,Chrome,Windows,720,1280,6.918433333333334,
122,all,neutral_male,is,0,0,camera operator,Nicholas,none,1,384,_neutral_male,3,1,43,,I liked the word-by-word part,2,2,Female,100,0,0,0,0,100,100,100,100,0,0,0,0,English,5,0,Chrome,Windows,720,1280,6.918433333333334,
122,all,neutral_male,a,0,0,camera operator,Nicholas,none,1,472,_neutral_male,3,2,43,,I liked the word-by-word part,2,2,Female,100,0,0,0,0,100,100,100,100,0,0,0,0,English,5,0,Chrome,Windows,720,1280,6.918433333333334,
122,all,neutral_male,camera operator,0,0,camera operator,Nicholas,critical,1,776,_neutral_male,3,3,43,,I liked the word-by-word part,2,2,Female,100,0,0,0,0,100,100,100,100,0,0,0,0,English,5,0,Chrome,Windows,720,1280,6.918433333333334,
122,all,neutral_male,from,0,0,camera operator,Nicholas,none,1,487,_neutral_male,3,4,43,,I liked the word-by-word part,2,2,Female,100,0,0,0,0,100,100,100,100,0,0,0,0,English,5,0,Chrome,Windows,720,1280,6.918433333333334,
122,all,neutral_male,North Dakota.,0,0,camera operator,Nicholas,none,1,545,_neutral_male,3,5,43,,I liked the word-by-word part,2,2,Female,100,0,0,0,0,100,100,100,100,0,0,0,0,English,5,0,Chrome,Windows,720,1280,6.918433333333334,
122,all,neutral_male,He,0,0,camera operator,Nicholas,none,1,352,_neutral_male,3,6,43,,I liked the word-by-word part,2,2,Female,100,0,0,0,0,100,100,100,100,0,0,0,0,English,5,0,Chrome,Windows,720,1280,6.918433333333334,
122,all,neutral_male,likes,0,0,camera operator,Nicholas,none,1,336,_neutral_male,3,7,43,,I liked the word-by-word part,2,2,Female,100,0,0,0,0,100,100,100,100,0,0,0,0,English,5,0,Chrome,Windows,720,1280,6.918433333333334,
122,all,neutral_male,walking.,0,0,camera operator,Nicholas,none,1,920,_neutral_male,3,8,43,,I liked the word-by-word part,2,2,Female,100,0,0,0,0,100,100,100,100,0,0,0,0,English,5,0,Chrome,Windows,720,1280,6.918433333333334,
122,all,neutral_female,Alyssa,0,0,host,Alyssa,none,1,416,host_neutral_female,4,0,43,,I liked the word-by-word part,2,2,Female,100,0,0,0,0,100,100,100,100,0,0,0,0,English,5,0,Chrome,Windows,720,1280,6.918433333333334,
122,all,neutral_female,is,0,0,host,Alyssa,none,1,368,host_neutral_female,4,1,43,,I liked the word-by-word part,2,2,Female,100,0,0,0,0,100,100,100,100,0,0,0,0,English,5,0,Chrome,Windows,720,1280,6.918433333333334,
122,all,neutral_female,a,0,0,host,Alyssa,none,1,384,host_neutral_female,4,2,43,,I liked the word-by-word part,2,2,Female,100,0,0,0,0,100,100,100,100,0,0,0,0,English,5,0,Chrome,Windows,720,1280,6.918433333333334,
122,all,neutral_female,host,0,0,host,Alyssa,critical,1,408,host_neutral_female,4,3,43,,I liked the word-by-word part,2,2,Female,100,0,0,0,0,100,100,100,100,0,0,0,0,English,5,0,Chrome,Windows,720,1280,6.918433333333334,
122,all,neutral_female,from,0,0,host,Alyssa,none,1,360,host_neutral_female,4,4,43,,I liked the word-by-word part,2,2,Female,100,0,0,0,0,100,100,100,100,0,0,0,0,English,5,0,Chrome,Windows,720,1280,6.918433333333334,
122,all,neutral_female,Wyoming.,0,0,host,Alyssa,none,1,544,host_neutral_female,4,5,43,,I liked the word-by-word part,2,2,Female,100,0,0,0,0,100,100,100,100,0,0,0,0,English,5,0,Chrome,Windows,720,1280,6.918433333333334,
122,all,neutral_female,She,0,0,host,Alyssa,none,1,376,host_neutral_female,4,6,43,,I liked the word-by-word part,2,2,Female,100,0,0,0,0,100,100,100,100,0,0,0,0,English,5,0,Chrome,Windows,720,1280,6.918433333333334,
122,all,neutral_female,likes,0,0,host,Alyssa,none,1,304,host_neutral_female,4,7,43,,I liked the word-by-word part,2,2,Female,100,0,0,0,0,100,100,100,100,0,0,0,0,English,5,0,Chrome,Windows,720,1280,6.918433333333334,
